keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
ITEM_NAME_100,File Collector,?????????,?????,?????,Coletor de Arquivos,Coleccionista de archivos,,Datei Sammler,?????????? ??????,Kolekcjoner plików,Collecteur de fichier,Colector de fi?iere,Dosya Koleksiyoncusu,Coleccionista de archivos
ITEM_DESC_100,Restores half a heart for every 20 files you pick up,?????20???????????1/2?????,???20?????????,???20??????????,Restaura meio coração para cada 20 arquivos que você pegar,Recupera 1/2 corazón por cada 20 archivos que recolectes,,"Stellt 1/2 Herzen wieder her für jede 20 Dateien, die du aufhebst.",??????????????? ???????? ?????? ?? ?????? 20 ????????? ??????,Odnawia pó? serca za ka?de 20 plików,Restore la moitié d'un coeur tout les 20 fichiers récupérés,Restaureaz? o jum?tate de inim? pentru fiecare 20 de fi?iere colectate,Toplad???n her 20 dosyada 1/2 Kalp iyile?tirir.,Recupera 1/2 corazón por cada 20 archivos que recolectes
ITEM_NAME_101,Keymaster,??????,????,????,Chaveiro,Llave Maestra,,Schlüsselmeister,???????,Mistrz kluczy,Porte-Clé,Maestrul cheilor,Anahtar Ustas?,Llave maestra
ITEM_DESC_101,Obtain 20 Keys,20??????????,??99???,??99????,Ganha 20 chaves,Obtén 20 llaves,,Erhalte 20 Schlüssel.,???????? 20 ??????,Zyskaj 20 kluczy,Obtiens 20 clés,Ob?ine 99 de chei,20 Anahtar elde et.,Obtén 20 llaves
ITEM_NAME_102,Hunting Bot,?????????,????,????,Bot Caçador,Bot Cazador,,Jagd Bot,???-???????,Bot poluj?cy,Robot Chasseur,Robot vân?tor,Avc? Bot,Bot cazador
ITEM_DESC_102,"Spawn an ally that increases your attack by 1 with each kill in combat, but resets when hit",???????????????\n??????????????1??????????????,????????????????????+1???????????,????????????????????+1????????????,"Invoca um aliado que aumenta seu ataque em 1 para cada abate em combate, mas reinicia ao ser atingido","Genera un aliado que incrementa tu ataque en 1 por cada virus inspeccionado, pero se resetea al ser golpeado",,"Spawne einen Verbündeten, der deinen Angriff mit jedem Kill im Kampf um 1 erhöht, aber zurückgesetzt wird, wenn er getroffen wird.","????????? ???????? ????, ??????? ??????????? ???? ????? ?? 1 ?? ??????? ??????? ? ??? ?????. ????? ???????????? ??? ????????? ?????",Przyzwij sojusznika który zwi?ksza atak o 1 za ka?de zabójstwo podczas walki ale resetuje si? kiedy zostaniesz trafiony,"Fait apparaitre un Allié qui augmente ton attaque de 1 pour chaque ennemi vaincu, mais se réinitialise en cas de dégats recus","Invoc? un aliat care î?i cre?te atacul cu 1 pentru fiecare inamic ucis în lupt?, dar se reseteaz? când e?ti lovit",Her öldürmede sava?ta sald?r?n? +1 art?ran bir müttefik ça??r?r; hasar al?nca s?f?rlan?r.,"Genera un aliado que incrementa tu ataque en 1 por cada virus inspeccionado, pero se resetea al ser golpeado"
ITEM_NAME_103,Steel Heart,???????,???,???,Coração de Aço,Corazón de Acero,,Stahlherz,???????? ??????,Stalowe serce,Coeur de Fer,Inim? de o?el,Çelik Kalp,Corazón de acero
ITEM_DESC_103,Turn 1 max heart into 3 Shields,??????????1???????3????????????,?1???????????3???,?1???????????3????,Transforme 1 de vida máxima em 3 escudos,Convierte 1 corazón máximo de tu vida en 3 escudos,,Verwandle 1 komplettes Herz in 3 Schilden.,??????????? 1 ?????? ? 3 ????,Zamie? 1 maksymalne serce w 3 tarczy,Transforme un Coeur Max en 3 Boucliers,Transform? 1 inim? maxim? în 3 scuturi,1 maksimum kalbi 3 Kalkan’a dönü?türür.,Convierte 1 corazón máximo de tu vida en 3 escudos
ITEM_NAME_104,Strong Upgrades,????,??????,??????,Melhorias Fortes,Mejoras fuertes,,Starke Updates,??????? ????????,Silne ulepszenia,Investissement,Îmbun?t??iri Puternice,Güçlü Yükseltmeler,Mejoras fuertes
ITEM_DESC_104,Shops become more expensive but you gain attack with each purchase,??????????????\n???????????????????????,?????????????????????,??????????????????????,Lojas ficam mais caras mas você ganha ataque a cada compra,"Las tiendas serán más caras, pero ganas ataque por cada compra",,"Shops werden teurer, aber du bekommst +1 Angriff, sobald du etwas kaufst.","?????? ? ???????? ?????????? ??????, ?? ?????? ??????? ??????????? ???? ?????",Sklepy staj? si? dro?sze ale zyskujesz atak z ka?dym zakupem,Les Boutiques deviennent plus chers mais tu gagnes 1 attaque avec chaque achat,"Magazinele devin mai scumpe, îns? câ?tigi atac la fiecare achizi?ie",Ma?azalar daha pahal? olur ama her sat?n alma ile sald?r? art?r?l?r.,"Las tiendas serán más caras, pero ganas ataque por cada compra"
ITEM_NAME_105,Fresh Boot,???,????,????,Boot Novinho,Bot Fresco,,Neustart,?????? ????????,?wie?y bot,Redémarrage,Bootare Nou?,Temiz Ba?lang?ç,Bot fresco
ITEM_DESC_105,"If starting a new stage with 1 heart, gain 1 max heart",????????????1???????????+1,?????????? 1 ?????1????????,??????????1?????1?????????,"Caso comece um estágio com 1 coração, ganhe 1 de vida máxima","Si estás empezando un nuevo escenario con un corazón, gana 1 corazón extra",,"Wenn du eine neue Stufe mit 1 Herz beginnst, erhältst du 1 maximales Herz.","???? ?? ????????? ????? ???? ? 1 ???????, ?? ????????? +1 ? ????????????? ????????",Je?li zaczynasz poziom z 1 sercem zyskaj 1 maksymalne serce,"Si un niveau est commencé avec un coeur, tu gagne un Coeur Max","Dac? începi o nou? etap? cu 1 inim?, câ?tigi 1 inim? maxim?",Yeni a?amaya 1 Kalp ile ba?larsan +1 maksimum Kalp kazan?rs?n.,"Si estás empezando un nuevo escenario con un corazón, gana 1 corazón extra"
ITEM_NAME_106,Suicide Bot,??????,????,????,Bot Suicida,Bot Suicida,,Suizid Bot,???-??????????,Bot samobójca,Robot Suicide,Robot Kamikaze,?ntihar Botu,Bot suicida
ITEM_DESC_106,Spawn an ally at the start of the round that charges towards viruses and explodes upon contact dealing 500% damage,????????????????????\n?????????????\n?????????500???????????,???????????????????????????? 500% ??,????????????????????????????500%???,"Invoca um aliado no começo da rodada que avança nos vírus e explode ao contato, causando 500% de dano","Genera un aliado al principio de la ronda que va hacia virus enemigos, explotando y haciendo un 500% de daño al contacto",,"Spawne zu Beginn der Runde einen Verbündeten, der auf Viren zustürmt und bei Kontakt explodiert, wodurch er 500 % Schaden verursacht.","? ?????? ??? ????????? ???????? ????, ??????? ???????????? ??????? ??????? ? ?????????? ??? ????????, ?????? 500% ?????",Przyzwij sojusznika na pocz?tku rundy który szar?uje w stron? wirusów i eksploduje zadaj?c 500% obra?e?,"Fait apparaitre un allié au début du round qui charge vers les virus et explose au contact, infligeant 500% de dégâts","Invoc? un aliat la începutul rundei care se arunc? asupra virusurilor ?i explodeaz? la contact, provocând 500% damage",Tur ba??nda virüslere do?ru ko?up temasla patlayan ve %500 hasar veren bir müttefik ça??r?r.,"Genera un aliado al principio de la ronda que va hacia virus enemigos, explotando y haciendo un 500% de daño al contacto"
ITEM_NAME_107,Mechanical Heart,????????,????,????,Coração Mecânico,Corazón Mecánico,,Mechanisches Herz,???????????? ??????,Mechaniczne serce,Coeur Mécanique,Inim? Mecanic?,Mekanik Kalp,Corazón mecánico
ITEM_DESC_107,"Your cursor is now immune to damage, but instead a heart core now tethers to the cursor. If the heart core is hurt, you take damage. The core also does contact damage.",???????????????????????????????????????\n???????????????????????????????????????????,????????????????????????????????????????????????,????????????????????????????????????????????????,"Seu cursor é imune a dano, mas agora um núcleo de coração está amarrado ao cursor. Se o núcleo for atingido, você leva dano. Ele também causa dano ao contato.","Tu cursor ahora es inmune al daño, pero un núcleo de corazón se adhiere a él. Si el núcleo de corazón resulta dañado, sufres daño. El núcleo también inflige daño por contacto.",,"Dein Cursor ist jetzt immun gegen Schaden, aber stattdessen ist nun ein Herzkern mit dem Cursor verbunden. Wenn der Herzkern verletzt wird, erleidest du Schaden. Der Kern verursacht auch Kontakt-Schaden.",?????? ?????????? ?????????? ? ?????. ? ???? ????????????? ????????? ????: ???? ??? ???????? ???? – ????????? ??. ???? ????? ??????? ?????????? ????.,Twój kursor jest teraz odporny na obra?enia ale zamiast tego jest do niego przywi?zany rdze? serca. Je?li rdze? serca zostanie zraniony otrzymujesz obra?enia. Rdze? zadaje obra?enia przy kontakcie.,"Ton Curseur est désormais immunisé au dégats, mais a la place, un Proccesseur Coeur est attaché a ton Curseur. Si le Processeur est touché, tu es touché. Le Processeur inflige également des dégats","Cursorul t?u este acum imun la damage, îns? un nucleu de inim? este legat de el. Dac? nucleul este r?nit, prime?ti damage. Nucleul provoac? ?i damage la contact.",?mlecin hasara kar?? ba????k olur; bunun yerine imlece ba?l? bir kalp çekirde?i vard?r. Çekirdek zarar görürse sen de zarar al?rs?n; çekirdek temas hasar? verir.,"Tu cursor ahora es inmune al daño, pero un núcleo de corazón se adhiere a él. Si el núcleo de corazón resulta dañado, sufres daño. El núcleo también inflige daño por contacto."
ITEM_NAME_108,Double Dip,???????,????,????,Dois em Um,Doble inmersión,,Doppelter Spaß,??????? ??????,Podwójne zanurzenie,Double Clic,Dubl? Activare,Çifte Aktivasyon,Doble inmersión
ITEM_DESC_108,Your EXEs activate twice,EXE????2??????,??EXE?????,??EXE??????,Seus EXEs ativam duas vezes,Tus EXEs se activan dos veces,,Deine EXEs werden zweimal aktiviert.,EXE-?????? ??????????? ??????,Twoje EXE aktywuj? si? podwójnie,Tes EXEs s'activent deux fois,Programele tale EXE se activeaz? de dou? ori,EXE’lerin iki kez etkinle?ir.,Tus EXE se activan dos veces
ITEM_NAME_109,Infinity Stock,?????,????,????,Estoque Infinito,Stock infinito,,Unendlicher Vorrat,??????????? ?????,Niesko?czony zapas,Stock Infini,Stoc Infinit,Sonsuz Stok,Inventario infinito
ITEM_DESC_109,Shops instantly restock their items when bought,????????????????????????????????,??????????????,???????????????,Lojas reabastecem instantaneamente ao comprar um item,Las tiendas recargan su stock inmediatamente al comprar items,,"Shops füllen ihre Artikel sofort wieder auf, wenn sie gekauft werden.",?????? ? ???????? ????????? ??????????? ????? ???????,Sklepy natychmiast uzupe?niaj? swoje przedmioty kiedy je wykupisz,Les Boutiques refont leurs stock de manière instantané lors d'un achat,Magazinele î?i reaprovizioneaz? instant articolele dup? ce sunt cump?rate,Ma?azadan al?nan e?yalar an?nda yeniden stoklan?r.,Las tiendas recargan su inventario inmediatamente al comprar objetos
ITEM_NAME_110,Miniturizing Beam,????????,????,????,Raio Miniaturizador,Rayo miniaturizador,,Minitierender Strahl,??????????????,Wi?zka zmniejszaj?ca,Rayon Miniaturisant,Raz? Miniaturizant?,Küçültme I??n?,Rayo miniaturizador
ITEM_DESC_110,Chance to shrink viruses on hit,??????????????????????,??????????,???????????,Chance de encolher vírus ao acertar,Probabilidad de reducir el tamaño de los virus al ser golpeados,,"Chance, Viren bei Treffer zu verkleinern",?????????? ???? ????????? ?????? ?????? ??? ?????????,Szansa na zmniejszenie wirusa przy trafieniu,Chance de rétrécir les virus lors d'une attaque,?ans? ca viru?ii s? se mic?oreze la lovire,Vuru?ta virüsleri küçültme ?ans? verir.,Probabilidad de reducir el tamaño de los virus al ser golpeados
ITEM_NAME_111,Orbiting Keys,????,????,????,Chaves Orbitantes,Llaves Orbitantes,,Umkreisende Schlüssel,??????????? ?????,Orbituj?ce klucze,Clé Orbitantes,Chei orbitante,Yörüngesel Anahtarlar,Llaves orbitantes
ITEM_DESC_111,Summon X number of keys that orbits around your cursor that deals contact damage,?????????????????????????X??????,?? X ????????????????,??X?????????????????,Invoca X número de chaves que orbitem seu cursor. Elas causam dano ao contato,Genera tantas llaves como tengas alrededor de tu cursor que harán daño al contacto,,"Beschwöre X Schlüssel, die um deinen Cursor kreisen und bei Kontakt Schaden verursachen.","????????? X ??????, ??????????? ?????? ??????? ? ????????? ???? ??? ????????",Przyzwij X kluczy które orbituj? wokó? twojego kursora i zadaj? obra?enia przy kontakcie,Invoque X clés qui orbitent autour du curseur et qui infligent des dégâts,Invoc? X de chei care orbiteaz? în jurul cursorului t?u ?i provoac? damage la contact,?mleç etraf?nda dönen X adet anahtar ça??r?r; temasla hasar verir.,Genera tantas llaves como tengas alrededor de tu cursor que harán daño al contacto
ITEM_NAME_112,Rich Heart,??????,????,????,Coração Fértil,Corazón de Riqueza,,Reich im Herzen,??????? ??????,Bogate serce,Coeur Riche,Inim? Bogat?,Zengin Kalp,Corazón de riqueza
ITEM_DESC_112,Gain Half a Heart for every 30 coin you have,?????30???????1/2??????,??? 30 ????????,???30?????????,Ganhe metade de um coração a cada 30 moedas que você tiver,Gana 1/2 corazón por cada 30 monedas que tengas,,Erhalte ein halbes Herz für jede 30 Münzen die du hast.,"???????? ???????? ?????? ?? ?????? 30 ?????, ??? ? ??? ????",Zyskaj pó? serca za ka?de 30 monet które posiadasz,Gagne un demi-coeur toutes les 30 pièces,Prime?ti o jum?tate de inim? pentru fiecare 30 de monede de?inute,Sahip oldu?un her 30 coin için 1/2 Kalp kazan?rs?n.,Gana 1/2 corazón por cada 30 monedas que tengas
ITEM_NAME_113,BSOD,????????,??,??,Tela Azul da Morte,Pantalla Azul de la Muerte,,BSOD,????? ????? ??????,BSOD,Écran Bleu,BSOD,Ölümün Mavi Ekran?,Pantallazo azul de la muerte
ITEM_DESC_113,Upon death: clear all viruses on screen except bosses and revive,????????????????????????????,?????????? Boss ???????????,??????????Boss????????????,Ao morrer: derrote todos os vírus da tela (exceto chefes) e reviva,Al morir: Elimina todos los virus de la pantalla a excepción de los bosses y revive,,"Nach dem Tod: werden alle Viren auf dem Bildschirm, bis auf den Boss, getötet und du wirst wiederbelebt. ",??? ?????? ??????? ????? ?? ???? ??????? (????? ??????) ? ?????????? ???,Po ?mierci: zabij wszystkie wirusy na ekranie oprócz bossów i odrod? si?,"Lors d'une mort: Détruit tout les virus sur l'écran sauf les boss, et ressuscite","La moarte: elimin? to?i viru?ii de pe ecran, cu excep?ia bo?ilor, ?i reînvie",Ölümde: patronlar hariç ekrandaki tüm virüsleri temizler ve seni diriltir.,Al morir: Elimina todos los virus de la pantalla a excepción de los jefes y revive
ITEM_NAME_114,Stealth Kit,???????,????,????,Kit Furtivo,Kit de Sigilo,,Tarnungsset,???????? ??????????,Zestaw ukrycia,Kit de Furtivité,Kit de Camuflaj,Gizlilik Seti,Kit de sigilo
ITEM_DESC_114,"Standing still after 2 seconds, makes you invincible until you move",2?????????????????\n??????????????,?? 2 ??????????????,??2???????????????,"Ao ficar parado por 2 segundos, você fica invencível até se mover","Al quedarte quieto por 2 segundos, te harás invencible hasta que te muevas",,"Wenn du nach 2 Sekunden stillstehst, bist du unbesiegbar, bis du dich wieder bewegst.","???? ?????? ?????????? 2 ???., ?? ??????????? ?????????, ???? ????? ?? ??????? ?????????",Stanie nieruchomo przez 2 sekundy czyni ci? nietykalnym dopóki si? nie ruszysz,"Après 2 secondes d'immobilité, tu deviens invincible jusqu'au prochain mouvement","Dac? stai nemi?cat 2 secunde, devii invincibil pân? ce te mi?ti",2s hareketsiz kal?rsan görünmez olursun; hareket edince bozulur.,"Al quedarte quieto por 2 segundos, te harás invencible hasta que te muevas"
ITEM_NAME_115,Empty Heart,?????,????,????,Coração Vazio,Corazón Vacio,,Leeres Herz,?????? ??????,Puste serce,Coeur Vide,Inim? Goal?,Bo? Kalp,Corazón vacío
ITEM_DESC_115,"Gain an empty heart container, small chance of healing additional half a heart whenever you restore heart",???????1????\n????????????1/2???????,????????????????????????????????,?????????????????????????????????,"Ganha um contêiner de coração vazio, pequena chance de curar meio coração a mais sempre que curar um coração","Gana un hueco de corazón vacio, y tendrás una ligera probabilidad de curarte un corazón adicional cuando recuperes vida",,"Erhalte einen leeren Herzcontainer, geringe Chance, zusätzlich ein halbes Herz zu heilen, wenn du dein Herz wiederherstellst.",?? ????????? ???? ?????? ????????? ??????. ????? ???? ????????? ???? ???????????? ????????????? ???????? ?????? ?? ????? ???????,"Zyskaj pusty kontener na serce, ma?a szansa na wyleczenie dodatkowego serca kiedy si? leczysz","Donne un conteneur de coeur, avec une petite chance de te heal un demi-coeur supplémentaire dès qu'un coeur est récupéré","Prime?ti un recipient de inim? goal?, cu o mic? ?ans? de a vindeca o jum?tate de inim? suplimentar? de fiecare dat? când restaurezi o inim?",Bo? bir kalp kab? kazan?rs?n; iyile?ti?inde küçük ihtimalle ek 1/2 Kalp iyile?tirme verebilir.,"Gana un hueco de corazón vacío, y tendrás una ligera probabilidad de curarte un corazón adicional cuando recuperes vida"
ITEM_NAME_116,Key Piece 1,?????1,???? 1,????1,Pedaço de Chave 1,Pieza de Llave 1,,Schlüsselteil 1,???????? ????? 1,Cz??? klucza 2,Morceau de Clé 1,Fragment de Cheie 1,Anahtar Parça 1,Pieza de llave 1
ITEM_DESC_116,I wonder what does this do? (Unlockable probably),?????????…??????????,???????????????????,???????????????????,O que será que isso faz? (Deve ser desbloqueável),¿Me pregunto que hará? (Desbloqueable probablemente),,Ich frag mich was das wohl macht? (Wahrscheinlich Freischaltbar),"?????????, ??? ???? ?? ?????? (?????? ?????, ???-?? ????????????)","Ciekawe co to robi? (Do odblokowania, prawdopodobnie)",Je me demande à quoi ca sert? (Un truc a Débloquer probablement),M? întreb la ce folose?te asta? (Probabil de deblocat),Bunun ne i?e yarad???n? merak ediyorsun? (Muhtemelen kilit açar.),¿Me pregunto qué hará? (Desbloqueable probablemente)
ITEM_NAME_117,Key Piece 2,?????2,???? 2,????2,Pedaço de Chave 2,Pieza de Llave 2,,Schlüsselteil 2,???????? ????? 2,Cz??? klucza 2,Morceau de Clé 2,Fragment de Cheie 2,Anahtar Parça 2,Pieza de llave 2
ITEM_DESC_117,I wonder what does this do? (Unlockable probably),?????????…??????????,???????????????????,???????????????????,O que será que isso faz? (Deve ser desbloqueável),¿Me pregunto que hará? (Desbloqueable probablemente),,Ich frag mich was das wohl macht? (Wahrscheinlich Freischaltbar),"?????????, ??? ???? ?? ?????? (?????? ?????, ???-?? ????????????)","Ciekawe co to robi? (Do odblokowania, prawdopodobnie)",Je me demande à quoi ca sert? (Un truc a Débloquer probablement),M? întreb la ce folose?te asta? (Probabil de deblocat),Bunun ne i?e yarad???n? merak ediyorsun? (Muhtemelen kilit açar.),¿Me pregunto qué hará? (Desbloqueable probablemente)
ITEM_NAME_118,Undefined Behavior,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Comportamento Indefinido,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Tan?ms?z Davran??,DO NOT TRANSLATE
ITEM_DESC_118,Randomize all mods at the start of each stage,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Transforma todos os mods no começo de cada estágio,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Her a?ama ba??nda tüm modlar? rastgele kar??t?r?r.,DO NOT TRANSLATE
ITEM_NAME_119,Combat Shield,?????????,????,????,Escudo de Combate,Escudo de Combate,,Kampfschild ,?????? ???,Tarcza bojowa,Bouclier de Combat,Scut de Lupt?,Sava? Kalkan?,Escudo de combate
ITEM_DESC_119,"At the start of every combat, gain half a shield that lasts only in the combat",????????????????????\n????????????,???????????????????????,???????????????????????,"No início de cada combate, ganha meio escudo que dura apenas durante o combate","Al inicio de cada combate, gana medio escudo que solo durará en el combate",,"Zu Beginn jedes Kampfes erhältst du einen halben Schild, der nur während des Kampfes gültig ist.","? ?????? ??????? ??? ?? ????????? ???????? ????, ??????? ???????? ????? ?????????? ???????",Na pocz?tku ka?dej walki zyskaj po?ow? tarczy która trwa tylko podczas walki,"Au début de chaque combat, gagne un demi-bouclier qui reste actif uniquement durant le combat","La începutul fiec?rei lupte, prime?ti o jum?tate de scut care dureaz? doar în timpul luptei",Her sava? ba??nda yaln?zca o sava?ta geçerli yar?m Kalkan verir.,"Al inicio de cada combate, gana medio escudo que solo durará en el combate"
ITEM_NAME_120,Calculator,??,???,???,Calculadora,Calculadora,,Taschenrechner,???????????,Kalkulator,Calculatrice,Calculator,Hesap Makinesi,Calculadora
ITEM_DESC_120,Temporarily increase combo capacity by the number of viruses in combat,?????????????????????\n????????????????,?????????????????????,?????????????????????,Aumenta temporariamente a capacidade de combo igual ao número de vírus em combate,Incrementa temporalmente el máximo combo según la cantidad de virus hayan en combate,,Erhöht vorübergehend die Kombinationskapazität um die Anzahl der Viren im Kampf.,???????? ??????????? ????? ????? ?? ?????????? ??????? ? ??????? ???,Chwilowo zwi?ksz maksymalne kombo o liczb? wirusów w walce,augmente temporairement ta capacité de combo par le nombre de virus dans le combat,M?re?te temporar capacitatea combo-ului cu num?rul de viru?i afla?i în lupt?,Geçici olarak kombo kapasitesini sava?taki virüs say?s? kadar art?r?r.,Incrementa temporalmente el máximo combo según la cantidad de virus hayan en combate
ITEM_NAME_121,Defrag Strike,?????????,??????,??????,Golpe Desfragmentador,Golpe desfragmentador,,Defragmentierungsangriff,???? ??????????????,Defragmentacja,Déflagration,Lovitur? de Defragmentare,Birle?tirme Vuru?u,Golpe desfragmentador
ITEM_DESC_121,"Not dealing damage for 3 seconds, will make the next attack triple damage",??3????????????????????300%????,??3??????????????????,??3??????????????????,Não causar dano por 3 segundos faz seu próximo ataque causar dano triplo,No hacer daño por 3 segundos hará que tu siguiente ataque haga el triple de daño,,"Wenn 3 Sekunden lang kein Schaden verursacht wird, verursacht der nächste Angriff dreifachen Schaden.","???? ?? ???????? ???? 3 ???., ????????? ???? ??????? ????????? ????",Nie zadawanie obra?e? przez 3 sekundy zwi?ksza twój nast?pny atak trzykrotnie ,Ne pas faire de dégats pendant 3 secondes triple les dégats de la prochaine attaque,"Dac? nu provoci daune timp de 3 secunde, urm?torul atac va avea daune triple",3s hasar vermedi?inde bir sonraki sald?r? üç kat hasar verir.,No hacer daño por 3 segundos hará que tu siguiente ataque haga el triple de daño
ITEM_NAME_122,Error Message,????????,????,????,Mensagem de Erro,Mensaje de Error,,Fehlermeldung,????????? ?? ??????,Komunikat o b??dzie ,Message d'Erreur,Mesaj de Eroare,Hata Mesaj?,Mensaje de error
ITEM_DESC_122,Small chance for Error Messages to randomly appear to deal damage to viruses,????????????????????????????????????,?????????????????,?????????????????,Pequena chance que Mensagens de Erro apareçam aleatoriamente e causem dano nos vírus,Probabilidad pequeña de aparecer mensaje de error de manera aleatoria que harán daño a los virus,,"Geringe Wahrscheinlichkeit, dass Fehlermeldungen zufällig erscheinen und Viren Schaden zufügen","? ????????? ?????? ? ????????? ?????? ?????????? ???? ??????, ????????? ???? ???????",Ma?a szansa na losowe pojawienie si? komunikatu o b??dzie który zadaje obra?enia wirusom,Petite Chance qu'un message d'erreur apparaisse et infligent des dégâts auw ennemis,Mic? ?ans? ca Mesajele de Eroare s? apar? aleator ?i s? provoace daune virusurilor,Ufak bir ihtimalle Hata Mesajlar?n?n rastgele ortaya ç?k?p virüslere hasar verme ?ans? vard?r.,Probabilidad pequeña de aparecer mensaje de error de manera aleatoria que harán daño a los virus
ITEM_NAME_123,Proximity Mines,???????????,????,????,Minas de proximidade,Minas de proximidad,,Annäherungsminen,???? ???????? ????????,Miny zbli?eniowe,Mine de Proximité,Mine de Proximitate,Yak?nl?k May?nlar?,Minas de proximidad
ITEM_DESC_123,Periodically spawn a mine that explode when viruses come into contact with them,?????????????\n????????????????????,??????????????????,??????????????????,Periodicamente cria uma mina que explode quando vírus entram em contato com ela,Genera periodicamente una mina que explota cuando un virus se acerca,,"In regelmäßigen Abständen eine Mine erzeugen, die explodiert, wenn Viren mit ihr in Kontakt kommen.","???????????? ??????? ????, ??????? ?????????? ??? ??????????? ???????",Okresowo przyzwij min? która eksploduje kiedy wirusy wejd? z ni? w kontakt,Fait apparaitre periodiquement une mine qui explose au contact d'un virus,Invoc? periodic o min? care explodeaz? atunci când viru?ii intr? în contact cu ea,"Periyodik olarak, virüsler temas etti?inde patlayan may?n olu?turur.",Genera periódicamente una mina que explota cuando un virus se acerca
ITEM_NAME_124,Glass Cursor,???????,????,????,Cursor de Vidro,Cursor de Cristal,,Glas Cursor,?????????? ??????,Szklany kursor,Curseur de Verre,Cursor Fragil,Cam ?mleç,Cursor de cristal
ITEM_DESC_124,"Doubles your attack, this item breaks when you take damage",????2?????\n?????????????????,??????????????????,??????????????????,Dobra seu ataque. Este item quebra se você receber dano,"Duplica tu daño, este item se romperá al recibir daño",,Verdoppelt deinen Angriff. Item geht kaputt sobald du Schaden erleidest.,"????????? ?????, ?? ???????? ??? ????????? ?????","Podwaja atak, ten przedmiot zostaje zniszczony kiedy przyjmiesz obra?enia","Double ton attaque, cet item se brise lorsque tu prends un dégât","Î?i dubleaz? atacul, dar item-ul se sparge când prime?ti damage",Sald?r?n? iki kat?na ç?kar?r; hasar ald???nda bu e?ya k?r?l?r.,"Duplica tu daño, este objeto se romperá al recibir daño"
ITEM_NAME_125,Jackbox,?????,????,????,Jackbox,JackBox,,Jackbox,Jackbox,Jackbox,Jackbox,Cutia Surpriz?,?aka Kutusu,JackBox
ITEM_DESC_125,Summons an ally that stuns viruses periodically,???????????\n?????????????????,????????????,????????????,Invoca um aliado que atordoa vírus periodicamente,Genera un aliado que aturde a los virus periodicamente,,"Spawnt einen Verbündeten, der Viren regelmäßig betäubt.","????????? ????????, ??????? ???????????? ???????? ???????",Przyzywa sojusznika który okresowo og?usza wirusy,Fait apparaître un allié qui étourdi les virus periodiquements,Invoc? un aliat care paralizeaz? viru?ii periodic,Virüsleri periyodik olarak sersemleten bir müttefik ça??r?r.,Genera un aliado que aturde a los virus periódicamente
ITEM_NAME_126,Key Saver,?????,??????,??????,Salva-Chaves,Ahorrador de Llaves,,Schlüssel Saver,????????? ??????,Kopia zapasowa klucza,Économiseur de Clé,Economisitor de Chei,Anahtar Koruyucu,Ahorrador de llaves
ITEM_DESC_126,50% chance to not consume a key when used,????50%???????????????,?????50%??????,?????50%??????,50% de chance de não consumir uma chave ao usar uma,50% de probabilidad de no consumir una llave al usarla,,50% Chance Schlüssel nach der Verwendung zu behalten.,50% ???? ?? ????????? ???? ??? ?????????????,50% szans aby nie zu?y? klucza przy u?yciu,50% de chance de ne pas perdres de clés lorsqu'elles sont utilisées,50% ?ans? s? nu consumi o cheie când o folose?ti,Kullan?ld???nda anahtar harcanmama ?ans? %50.,50% de probabilidad de no consumir una llave al usarla
ITEM_NAME_127,Coin Conservation,??????,?????,?????,Conservação de Moedas,Conservación de monedas,,Münzkonservierung,????????,Ochrona monet,Économiseur de Pièce,Conservator de B?nu?i,Para Koruma,Conservación de monedas
ITEM_DESC_127,10% chance to not consume coin when used,????10?????????????????,?????10%??????,?????10%??????,10% de chance de não consumir uma chave ao usar uma,10% de probabilidad de no consumir una moneda al usarla,,10% Chance Münzen nicht zu verlieren nach dem benutzen.,10% ???? ?? ????????? ?????? ??? ??????,10% szans aby nie zu?y? monet przy u?yciu,10% de chance de ne pas perdres de pièces lorsqu'elles sont utilisées,10% ?ans? s? nu consumi b?nu?ii când le folose?ti,Kullan?ld???nda coin harcamama ?ans? %10.,10% de probabilidad de no consumir una moneda al usarla
ITEM_NAME_128,Full Combo,?????,???,???,Combo Completo,Combo Completo,,Full Kombo,?????? ?????,Pe?ne kombo,Full Combo,Combo Complet,Tam Kombo,Combo completo
